Proposal Number,Project number,Account Name,Opportunity Name,Confidence,Stage,Probability (%),Close Date,Carnet Assignment,Date of Carnet Assignment,Durée du Projet (Nb. de semaines),Nb. Hrs. Atelier (Sans Contingence),Nb. Hrs. Élec. (Sans Contingence,Nb. Hrs. Gestion,Nb. Hrs. Logiciel (Sans Contingence),Nb. Hrs. Mec. (Sans Contingence),Nb. Hrs. Procédé (Sans Contingence),Nb. Hrs. RC (Sans Contingence),Nb. Hrs. Robot (Sans Contingence),Main Process Type,Secondary Process Type,Third Process Type,SharePoint,Type de Système(s) Proposé(s)
5928,T-00009,Zodiac Aerospace (Kirkland),Spare parts conveyor,100% Closed Won,Closed Won,100,11/7/2019,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05928&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5995,,Airfoil Services Sdn. Bhd. (ASSB),Advanced training,100% Closed Won,Closed Won,100,12/7/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05995&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5688,,Propulsion Technologies International,services - CF34-8. CF34-10. CFM56-5A,90%  Verbal or written agreement,Negotiation/Review,75,26/07/2019,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,5/8/2019,12,42,0,46,0,188,433,0,70,RE-Profiling,Surface Preparation Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05688&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5958,,Pratt & Whitney Canada Mirabel,Banque de Support,90%  Verbal or written agreement,Verbal Agreement,90,31/07/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05958&v=search"" target=""_blank"">SharePoint Reference</a>",
5679,,CHROMALLOY (Newnan),V-2500  Blade Develop New Recipes for New Parts,75% Choosen,Proposal Submitted,60,31/07/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05679&v=search"" target=""_blank"">SharePoint Reference</a>",
5997,,Propulsion Technologies International,Services - Signaux discrets,75% Choosen,R.O.M. Submitted,25,31/07/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05997&v=search"" target=""_blank"">SharePoint Reference</a>",
5508,,Safran Aircraft Engines (Gennevilliers),Industrialisation MHTTP400 et formation,90%  Verbal or written agreement,Verbal Agreement,90,31/07/2019,,,,,,,,,,,,Cosmetic Polishing,Pin Blending,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05508&v=search"" target=""_blank"">SharePoint Reference</a>",
5952,,Detour Gold,SP 4500066001,90%  Verbal or written agreement,Proposal Submitted,60,31/07/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05952&v=search"" target=""_blank"">SharePoint Reference</a>",
5709,,GKN Aerospace (El Cajon),Spare parts for F-05545,60% Short listed,Develop Fixed Price Proposal,50,31/07/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05709&v=search"" target=""_blank"">SharePoint Reference</a>",
5710,,GKN Aerospace (El Cajon),Support for Malaysia,10% Project identified,Develop Fixed Price Proposal,50,31/07/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05710&v=search"" target=""_blank"">SharePoint Reference</a>",
5685,,Koyo Bearings Canada,05685 - Services - updates caméras et PC,60% Short listed,Negotiation/Review,75,31/08/2019,,,,,4,,216,16,,126,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05685&v=search"" target=""_blank"">SharePoint Reference</a>",
5965,,BWXT Nuclear Energy Canada Inc.,ATB Vision Upgrades,50% Leading,Develop Budgetary Proposal,30,31/08/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05965&v=search"" target=""_blank"">SharePoint Reference</a>",
5959,,Leistritz (Thailand) Ltd.,Banque de support,60% Short listed,Proposal Submitted,60,31/08/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05959&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5929,,TECT Power (Utica),Support,75% Choosen,Proposal Submitted,60,31/08/2019,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05929&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5961,,Zodiac Aerospace (Kirkland),Améliorations cellule robot,50% Leading,Proposal Submitted,60,31/08/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05961&v=search"" target=""_blank"">SharePoint Reference</a>",
5935,,UTC Aerospace Systems,SP Robotic 360 Lip Skin Polishing System Spare Parts,30% Preliminary analysis,Proposal Submitted,60,31/08/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05935&v=search"" target=""_blank"">SharePoint Reference</a>",
5913,,Wesco,SP plusieurs pièces re projet 4086-02,50% Leading,Develop Fixed Price Proposal,50,31/08/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05913&v=search"" target=""_blank"">SharePoint Reference</a>",
5863,,RDC Control,service,30% Preliminary analysis,Develop Fixed Price Proposal,50,31/08/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05863&v=search"" target=""_blank"">SharePoint Reference</a>",
5836,,Héroux Devtek (Laval),Service - training maintenance,30% Preliminary analysis,Develop Fixed Price Proposal,50,31/08/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05836&v=search"" target=""_blank"">SharePoint Reference</a>",
5872,,Pratt & Whitney Canada Longueuil,Upgrade heat shield cell,75% Choosen,Proposal Submitted,60,31/08/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05872&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5801,,BTL (Blades Technology Ltd),05801 - Support contract,60% Short listed,Develop Fixed Price Proposal,50,31/08/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05801&v=search"" target=""_blank"">SharePoint Reference</a>",
5837,,Héroux Devtek (Laval),Service - training programmation,30% Preliminary analysis,Develop Fixed Price Proposal,50,31/08/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05837&v=search"" target=""_blank"">SharePoint Reference</a>",
5889,,Pratt & Whitney AutoAir - Lansing,services - ajouts divers,30% Preliminary analysis,Develop Fixed Price Proposal,50,31/08/2019,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05889&v=search"" target=""_blank"">SharePoint Reference</a>",
5890,,Monnaie Royale Canadienne,Service - intégration d;un HMI,75% Choosen,Negotiation/Review,75,31/08/2019,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05890&v=search"" target=""_blank"">SharePoint Reference</a>",
5729,,Pratt & Whitney Canada Halifax,onsite services,75% Choosen,Negotiation/Review,75,31/08/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05729&v=search"" target=""_blank"">SharePoint Reference</a>",
5704,,CHROMALLOY (Palm Beach),Services - Modifications for Thailand,75% Choosen,Budgetary Submitted,40,27/09/2019,,,,111,116,40,0,98,342,0,66,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05704&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5687,,RDC Control,05687 - Services - Ajout Laser,30% Preliminary analysis,Develop Fixed Price Proposal,50,30/09/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05687&v=search"" target=""_blank"">SharePoint Reference</a>",
5530,,Lisi (Marmande),Service L-662 - mise à jour système de refroidissement,10% Project identified,R.O.M. Submitted,25,30/09/2019,,,,,,,,,,,,Surface Preparation Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05530&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5974,,GEA Piedmont,Deburr cell,10% Project identified,Go/No-Go,10,30/09/2019,,,,,,,,,,,,Deburring,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05974&v=search"" target=""_blank"">SharePoint Reference</a>",Système d;ébavurage Std.
5975,,GEA Piedmont,Deburr cell for airfoil,10% Project identified,Go/No-Go,10,30/09/2019,,,,,,,,,,,,Deburring,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05975&v=search"" target=""_blank"">SharePoint Reference</a>",Système d;ébavurage Std.
5996,,GEA Rutland,Retrofit EZ profiling,50% Leading,Develop Fixed Price Proposal,50,30/09/2019,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05996&v=search"" target=""_blank"">SharePoint Reference</a>",
5993,,Turbine Jet,Support Contract,90%  Verbal or written agreement,Proposal Submitted,60,30/09/2019,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05993&v=search"" target=""_blank"">SharePoint Reference</a>",
5960,,Pratt & Whitney AutoAir - Lansing,Ajout équipement de mesure d;épaisseur,90%  Verbal or written agreement,Develop Fixed Price Proposal,50,1/10/2019,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05960&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
4789,,Pratt & Whitney (PCI) - Columbus,Six (6) Robotic Polishing & Profiling Systems,30% Preliminary analysis,R.O.M. Submitted,25,15/10/2019,,,,,,,,,,,,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04789&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5633,,Safran Aircraft Engines (Gennevilliers),Adaptive machining,50% Leading,Develop Fixed Price Proposal,50,25/10/2019,,,,,4,,,44,,200,40,Cosmetic Polishing,Pin Blending,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05633&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5356,,Techjet Airfoils Ltd,One Polishing Cell,30% Preliminary analysis,R.O.M. Submitted,25,15/11/2019,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05356&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5957,,Reliable Automatic Sprinkler Co.,Rétrofit du Kit de Scanner de Sécurité sur une machine existante,30% Preliminary analysis,Develop Budgetary Proposal,30,29/11/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05957&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5936,,Propulsion Technologies International,Rétrofit Matériel & Fonctionnalités sur la 1ère Cellule,75% Choosen,Develop Fixed Price Proposal,50,29/11/2019,,,,,,,,,,,,RE-Profiling,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05936&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
4938,,BTL (Blades Technology Ltd),Polishing Study - Phase 2 - R2,50% Leading,Proposal Submitted,60,29/11/2019,,,12,0,0,32,0,0,226,0,10,Controlled Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04938&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5364,,Techjet Airfoils Ltd,One (1) LE and TE Robotic Profiling System,30% Preliminary analysis,Budgetary Submitted,40,27/12/2019,,,26,289,164,298,180,240,80,224,210,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05364&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
5680,,Pratt & Whitney (PCI) - Columbus,One (1) Robotic Compressor Blade Polishing and Profiling System (2e Unit),30% Preliminary analysis,Budgetary Submitted,40,27/12/2019,,,20,399,180,307,8,459,864,127,242,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05680&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5622,,GEA Hooksett,Manual LE vision inspection system,30% Preliminary analysis,Proposal Submitted,60,27/12/2019,,,,,145,,170,167,,50,8,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05622&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5078,,RDC Control,05078 - Projet de  modification sur la cellule robot existante,30% Preliminary analysis,R.O.M. Submitted,25,27/12/2019,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05078&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5320,,Turbine Jet,Two (2) Blade Deburring Cells R3,30% Preliminary analysis,Proposal Submitted,60,31/01/2020,,,24,375,257,219,18,311,45,76,544,Deburring,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05320&v=search"" target=""_blank"">SharePoint Reference</a>",Système d;ébavurage Std.
4799,,GEA Bromont,2 x UltraPolish Repeat,30% Preliminary analysis,R.O.M. Submitted,25,28/02/2020,,19/06/2018,,,,,,,,,,Ultra-Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04799&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5164,,GEA Bromont,2 x Pattern Recognition,30% Preliminary analysis,R.O.M. Submitted,25,28/02/2020,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05164&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5893,,Pratt & Whitney (PCI) - Columbus,One (1) Robotic Deburring System,30% Preliminary analysis,R.O.M. Submitted,25,24/04/2020,,,24,290,197,211,0,418,257,63,350,Deburring,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05893&v=search"" target=""_blank"">SharePoint Reference</a>",Système d;ébavurage Std.
5979,,Ressource Clients AV&R,à assigner,10% Project identified,Go/No-Go,10,30/04/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05979&v=search"" target=""_blank"">SharePoint Reference</a>",
5981,,Ressource Clients AV&R,à assigner,10% Project identified,Go/No-Go,10,30/04/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05981&v=search"" target=""_blank"">SharePoint Reference</a>",
5898,,Ressource Clients AV&R,à assigner,10% Project identified,Go/No-Go,10,30/04/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05898&v=search"" target=""_blank"">SharePoint Reference</a>",
5896,,Equipement Boni,Services,75% Choosen,Develop Fixed Price Proposal,50,31/05/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05896&v=search"" target=""_blank"">SharePoint Reference</a>",
5897,,Soucy Baron Inc.,Support bank,75% Choosen,Develop Fixed Price Proposal,50,30/06/2020,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05897&v=search"" target=""_blank"">SharePoint Reference</a>",
5869,,GEE Greenville  (NM),retrofit pour normes CE cellule F-04876,50% Leading,R.O.M. Submitted,25,30/06/2020,,,,,,,,,,,,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05869&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1907,Hyatech,Profiling cell,100% Closed Won,Closed Won,100,30/06/2016,90% Verbal Agreement ou R.O.I. validé par DODE,1/7/2016,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1907&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
4742,,Rolls-Royce Derby,Étude - Turbines Thin Trailing Edge Feasability Study Phase 2,100% Closed Won,Closed Won,100,6/2/2017,90% Verbal Agreement ou R.O.I. validé par DODE,3/2/2017,40,,9,285,274,87,1465,,63,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04742&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
4508,,Pratt & Whitney (PCI) - Columbus,Three (3) Leading/Trailing Edge Robotic Profiling Cells R3,100% Closed Won,Closed Won,100,15/02/2017,90% Verbal Agreement ou R.O.I. validé par DODE,27/02/2017,20,652,468,314,361,1083,453,81,298,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04508&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
4943,,AV&R (Développement Interne),M8 Outils de corrélation PH 0 (implémenter un facteur de correction global (ex scale to nominal) a une mesure d;épaisseu,100% Closed Won,Closed Won,100,7/4/2017,90% Verbal Agreement ou R.O.I. validé par DODE,9/10/2017,3,,0,8,63,0,0,0,0,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04943&v=search"" target=""_blank"">SharePoint Reference</a>",
5004,,AV&R (Développement Interne),Augmentation de la Robustesse;Qualité et Rapidité de la Calibration des Keyences,100% Closed Won,Closed Won,100,13/04/2017,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,16/10/2017,,,0,54,246,0,0,0,203,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05004&v=search"" target=""_blank"">SharePoint Reference</a>",
4847,,AV&R (Développement Interne),Polishing M43 STRATEGIE DE FEEDBACK PH4 (tests perfo LVDT) (0.91),100% Closed Won,Closed Won,100,20/06/2017,100% Approbation du C.E.,4/9/2017,26,,73,242,43,200,1423,0,275,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04847&v=search"" target=""_blank"">SharePoint Reference</a>",
4952,,Anhui Yingliu Group,Two (2) Turbine blade polishing and TE profiling systems R7,100% Closed Won,Closed Won,100,30/06/2017,90% Verbal Agreement ou R.O.I. validé par DODE,24/07/2017,48,446,381,650,72,633,2477,,750,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04952&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5121,,AV&R (Développement Interne),Spécialisation des Cellules DÉMO,100% Closed Won,Closed Won,100,28/07/2017,100% Approbation du C.E.,4/9/2017,,,58,38,0,77,24,0,158,Other,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05121&v=search"" target=""_blank"">SharePoint Reference</a>",
4854,,AV&R (Développement Interne),Outils logiciel d;aide au teach de polishing,100% Closed Won,Closed Won,100,4/8/2017,100% Approbation du C.E.,4/9/2017,,,0,89,529,0,211,0,0,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04854&v=search"" target=""_blank"">SharePoint Reference</a>",
4850,,AV&R (Développement Interne),(1.20) Polishing M16 outiilage sur compliance,100% Closed Won,Closed Won,100,4/8/2017,100% Approbation du C.E.,2/10/2017,,,265,261,11,537,714,204,443,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04850&v=search"" target=""_blank"">SharePoint Reference</a>",
5185,,AV&R (Démos Client),Essais de blending,100% Closed Won,Verbal Agreement,90,22/09/2017,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05185&v=search"" target=""_blank"">SharePoint Reference</a>",
5128,,AV&R (Développement Interne),Amélioration de la stratégie de palpage,100% Closed Won,Closed Won,100,25/09/2017,100% Approbation du C.E.,4/9/2017,,,13,12,0,13,0,0,74,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05128&v=search"" target=""_blank"">SharePoint Reference</a>",
4743,,Rolls-Royce Derby,One (1) Turbines Thin Trailing Edge profiling cell IPT R2,100% Closed Won,Closed Won,100,30/09/2017,90% Verbal Agreement ou R.O.I. validé par DODE,11/9/2017,30,362,658,426,370,797,1098,,623,Thin Trailing Edge Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04743&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
5250,,AV&R (Démos Client),Tests Démo sur Pièces de AECC,100% Closed Won,Closed Won,100,6/12/2017,100% Approbation du C.E.,11/12/2017,,0,0,27,0,29,181,0,0,Polishing Non-Attribué,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05250&v=search"" target=""_blank"">SharePoint Reference</a>",
5268,,Rolls-Royce Derby,Turbine Blade Robotic Polishing Study R2,100% Closed Won,Closed Won,100,23/02/2018,90% Verbal Agreement ou R.O.I. validé par DODE,21/02/2018,25,30,0,128,0,85,956,0,22,Controlled Polishing,Weld & A.M. Blending,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05268&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5344,,Rolls-Royce High Temperature Composites,composite plate adaptive polishing test,100% Closed Won,Closed Won,100,6/3/2018,100% Approbation du C.E.,1/3/2018,8,,,25,,20,137,,11,Controlled Polishing,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05344&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5488,,Sterna Aviation Technology & Service Co. Ltd.,Formation 3 mois,100% Closed Won,Closed Won,100,6/6/2018,100% Approbation du C.E.,18/06/2018,12,0,3,23,1,3,191,142,78,Polishing Non-Attribué,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05488&v=search"" target=""_blank"">SharePoint Reference</a>",
5593,,AV&R (Démos Client),Compressor blade Polishing Study (Iain W.) Rolls-Royce Derby,100% Closed Won,Closed Won,100,17/08/2018,90% Verbal Agreement ou R.O.I. validé par DODE,3/9/2018,16,,,20,,8,120,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05593&v=search"" target=""_blank"">SharePoint Reference</a>",
5628,,Sterna Aviation Technology & Service Co. Ltd.,Cellule demo combo,100% Closed Won,Closed Won,100,27/09/2018,,,,,,,,,,,,Controlled Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05628&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
4998,,Rolls-Royce Derby,HPT pins removal and polishing Study,100% Closed Won,Closed Won,100,2/1/2019,90% Verbal Agreement ou R.O.I. validé par DODE,30/11/2018,30,18,0,325,0,164,1348,0,0,Pin Blending,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04998&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
,R-1980,CHROMALLOY (Thailand),Weld blending and profiling study,100% Closed Won,Closed Won,100,11/2/2019,90% Verbal Agreement ou R.O.I. validé par DODE,29/10/2018,,6,31,119,,38,533,,45,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1980&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5452,,Hanwha Aerospace Co. LTD,"One (1) ""COMBI"" Robotic Polishing and Profiling System - R5",100% Closed Won,Closed Won,100,17/05/2019,90% Verbal Agreement ou R.O.I. validé par DODE,10/6/2019,28,348,157,237,0,293,628,79,275,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05452&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5034,,Rolls-Royce ABCF Rotherham,Machine Rental - ABCF IP+HP Turbine blade Pins Removal and polishing cell (first cell),100% Closed Won,Closed Won,100,4/6/2019,90% Verbal Agreement ou R.O.I. validé par DODE,15/04/2019,20,111,48,189,52,439,518,120,132,Pin Blending,Controlled Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05034&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5774,,Rolls-Royce High Temperature Composites,CMC seals segments Polishing Study Phase 2,75% Choosen,Negotiation/Review,75,28/07/2019,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,5/8/2019,6,4,,34,,8,130,,16,Controlled Polishing,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05774&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5859,,Azad Engineering Pvt. Ltd,"Four (4) ""COMBI"" Robotic Polishing and Profiling Systems - R1",90%  Verbal or written agreement,Verbal Agreement,90,31/07/2019,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,5/8/2019,28,1223,367,799,8,420,1084,169,565,Cosmetic Polishing,Profiling,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05859&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-c (Système COMBI (Polissage & Profilage))
5972,,Rolls-Royce plc,Trent 1000 Rotor 1 and Rotor 2 polishing demonstration,30% Preliminary analysis,Develop Fixed Price Proposal,50,16/09/2019,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05972&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5656,,Rolls-Royce plc,Compressor blade Polishing Study Phase 2 (Iain W.) Rolls-Royce Derby,60% Short listed,Develop R.O.M. Estimate,20,16/10/2019,,,12,,,30,,8,200,,,Cosmetic Polishing,Adaptive Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05656&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
